container_id,baseline,residual_mae,residual_rmse,residual_pearson_r,residual_r2,residual_std_ratio,day1_mae,day1_rmse,day1_mape,peak_mae,non_peak_mae
c_10032,gru,0.052115463550684894,0.06334937608514012,-0.0816544568474967,-0.04917424998242481,0.03535003408540178,0.3646454992980337,0.4429223420836812,10.882457980662268,0.8149845772146328,0.3063663245088268
c_10032,zero,0.05202760299312159,0.06318247423664411,,-0.04365317119394296,0.0,0.36455763874047037,0.44278788213458076,10.881229520003584,0.8143499033121588,0.3063492280311931
c_10032,persistence,0.04948174646260761,0.06216650126258748,,-0.01035917823688437,0.0,0.3617963418578219,0.44148342830742016,10.778793242726486,0.8209770158305152,0.3023729605201792
c_10032,ridge,0.0547997257514601,0.06536270574570899,-0.12391275307519467,-0.11692235399349005,0.1254907856684778,0.36697117512379873,0.44451137222853915,10.962411066119145,0.8134364794161975,0.30919331221537066
c_10034,gru,0.11721519462875207,0.1312413157247066,0.5199672715629825,-0.05140641976696525,0.0733395456354336,3.966579758619119,4.466231871705827,71.94006552219902,,3.966579758619119
c_10034,zero,0.1201696479711128,0.13534139713896648,,-0.11812609703025001,0.0,3.9695342119614794,4.470590355326138,72.01026979025907,,3.9695342119614794
c_10034,persistence,0.13259830989348417,0.16842835868419825,,-0.7316491585809812,2.1685277050944786e-16,3.9389465527207768,4.423126424325663,73.01323749115488,,3.9389465527207768
c_10034,ridge,0.119221050180969,0.13236972233289432,0.25027548918407705,-0.0695640298278195,0.10543474849253952,3.9685742142656877,4.466991373555757,72.03380089193665,,3.9685742142656877
c_10089,gru,0.05379578530634216,0.06922724065568067,-0.00024146659831530276,-0.1009311215104971,0.04102939388551145,0.7853568521287174,1.013548844386217,8.076196560990477,1.150785681748539,0.7067202685396419
c_10089,zero,0.05354337812224152,0.06911454179471259,,-0.09734950568954948,0.0,0.7851300844494734,1.0134856260291698,8.076414000676456,1.1490851236716826,0.7068106456295045
c_10089,persistence,0.1027049355397831,0.12197052091757703,,-2.417557760142663,0.0,0.8020739369527963,1.0408934984608817,8.116809741101193,1.221437838685462,0.7118310720229821
c_10089,ridge,0.0544118944101531,0.07030485110445099,0.07541030348130798,-0.13547268604431406,0.1321299727413281,0.785537486535652,1.0140720926227096,8.067464207616478,1.1579160422401709,0.7054053922701228
c_10132,gru,0.15244196073556046,0.19020169377760832,-0.2211476520833204,-0.03898199189508511,0.034766118790228825,0.6162918314204499,0.7685272935138819,21.44761942443631,1.6716345206897105,0.5203515869414261
c_10132,zero,0.15109233263472743,0.18840065637761108,,-0.01939871805052573,0.0,0.6149422033196168,0.7668110650518271,21.415543917248236,1.6647031711303408,0.5195093880640964
c_10132,persistence,0.23044774714529284,0.294911958978852,,-1.4978366181405005,1.4874414118659994e-16,0.6271565278795265,0.8196459830159633,20.339498399730505,1.8670855947600933,0.5144357036176568
c_10132,ridge,0.14835545780099768,0.18619525296226605,0.1415581452648072,0.004327599210225297,0.12038920120835514,0.612174901253785,0.7635838965491469,21.320279072556538,1.6612745718896869,0.5168022039232484
c_1016,gru,0.025473617943794383,0.03703953905963159,0.16985772624558518,0.014168209664601306,0.05438875025677152,0.36150514107478465,0.5212939896507466,15.064341942725068,1.3704022304109613,0.269787223862405
c_1016,zero,0.025920794390782015,0.03733384024442175,,-0.001560069081959048,0.0,0.3619523175217723,0.5216384798405087,15.084926929813491,1.3707938897189798,0.27023944732202615
c_1016,persistence,0.024471411079921374,0.04252200007161468,,-0.299268889922504,0.0,0.3519153366490688,0.5212540623859279,14.498726620384017,1.3926750837870783,0.25730081418197703
c_1016,ridge,0.025963641352196615,0.03762803008522896,-0.01838931266134501,-0.0174068026818055,0.11183635248418543,0.36198836953565944,0.5217155257978704,15.085165142969844,1.370785513248018,0.2702795382890814
c_10306,gru,0.0999680517003626,0.11444545531439723,-0.09321239405296897,-0.010482188369751233,0.01740117288347825,0.3491454213483971,0.3999898158283318,1531.5803494154432,0.5077694303822535,0.3019869321761696
c_10306,zero,0.09967563701252347,0.11422570930896846,,-0.006605472671712853,0.0,0.34885300666055796,0.39978239642866714,1529.7963304270966,0.5078218390404755,0.3015920024395015
c_10306,persistence,0.09811051632962353,0.11396936680943964,,-0.002092544264640228,0.0,0.3470453711957056,0.3988748340160246,1484.2170430344602,0.5222829227592951,0.2949477207308546
c_10306,ridge,0.0987425285656075,0.11415125424289627,0.06091115373461603,-0.005293641012436012,0.12078228210418804,0.3474795000815525,0.3991139964468586,1531.6603383695124,0.5085198087253138,0.29960265156583965
c_10312,gru,0.010445987575563845,0.0134209068751961,-0.03826877012544849,-0.15438370633494802,0.11926384189362665,0.36954388251603604,0.4762863229859707,27.964748669912815,0.778367695734645,0.25507321481482553
c_10312,zero,0.01034701896672137,0.013336161076515965,,-0.13985111165616648,0.0,0.3695819276435399,0.4762834134276418,27.963609366942027,0.778505925920472,0.25508320812599894
c_10312,persistence,0.018960353053926283,0.02226556289972218,,-2.1772677940400493,2.777496259301933e-16,0.3738820102097227,0.48130850962672167,28.15200151516814,0.792266190132257,0.25673443983141314
c_10312,ridge,0.011478709033047272,0.014450408283822635,-0.23410228705709776,-0.3382791080145633,0.19795935565681408,0.3705906775840939,0.477185696496284,28.049046034527702,0.7788242317088651,0.25628528242915805
c_10382,gru,0.06611622590380169,0.09538887400765228,0.17257211260977978,-0.007594008176224909,0.03642474664633263,0.5573043272432695,0.7977363118006654,14.712231716443016,1.304041424898097,0.4704744321671267
c_10382,zero,0.06717421013119035,0.09604941264141077,,-0.0215968813120877,0.0,0.5583821936928035,0.7984539435167802,14.736318753023191,1.3037357212083716,0.4717131788654119
c_10382,persistence,0.06952842266989366,0.10311879891407064,,-0.17751330601262572,0.0,0.5578390163791984,0.8026681402802373,14.636890697000624,1.3298082322614124,0.46807515406731304
c_10382,ridge,0.06509110187995784,0.09503698578990326,0.1800973799963434,-0.00017371982178082668,0.1160436115706073,0.5554136421704231,0.7968693988010326,14.646580136925788,1.3073725256308724,0.4679765626982777
c_10393,gru,0.058351612189468355,0.07370866582259109,0.17711358500816207,0.00957125321575869,0.029863038890638995,1.2447575603159236,1.5728569830293844,11.179701662349114,2.55627095125108,1.109083761253666
c_10393,zero,0.05862044484398323,0.07406828236452614,,-0.00011671021123849101,0.0,1.2450389082734534,1.5732472432005034,11.184812542472788,2.5571609278220064,1.1093021476304996
c_10393,persistence,0.059124859805726605,0.07418341086064108,,-0.003228201794347463,0.0,1.2454649058123912,1.573286104439066,11.192204276297883,2.5537529475105023,1.110124763567759
c_10393,ridge,0.06119468020472399,0.07689848668977341,-0.19326761736620224,-0.07800735292615513,0.14252303947688738,1.2469746826669224,1.5752807332523866,11.185322475923941,2.5693964041452,1.1101724356174454
c_10641,gru,0.02961537106208542,0.038712412212633544,0.05255160957897963,-0.32434497536390117,0.05057284921153949,0.6172938173017605,0.8114632034767374,12.258439534980518,1.0757643499362322,0.36587449295382446
c_10641,zero,0.029555650594062528,0.038866655084791965,,-0.3349192434970394,0.0,0.6172378965482568,0.8116533737450683,12.255068753968757,1.0761384557530826,0.36558275117786837
c_10641,persistence,0.04943940678906592,0.05899444870394182,,-2.0755511567782894,0.0,0.6303212281370539,0.8265777243552936,12.476722869003183,1.1051342084839848,0.36993991633389817
c_10641,ridge,0.02963392030959282,0.038330149446067024,0.3034932550900441,-0.2983198173935986,0.14290554392031918,0.6167047462482286,0.810829500754417,12.242362493877796,1.0763534952916425,0.364639303224421
c_10695,gru,0.12570922599491974,0.17596434238577477,-0.06433084078520572,-0.14535468905927473,0.05069593105368134,0.638458291071686,0.8886509096470931,19.694746728438414,1.605820028323681,0.399758641619895
c_10695,zero,0.1267114992504367,0.17605566180592724,,-0.14654379663375816,0.0,0.6397831706790327,0.8889123620491233,19.730643805063117,1.6070884459068855,0.401097453415017
c_10695,persistence,0.19180829696038068,0.2213894234527859,,-0.8130275149147619,3.3761797634688466e-16,0.6011259095020028,0.8369461369382486,19.803316670737093,1.3958924588811552,0.40501468303182236
c_10695,ridge,0.12463269125543402,0.17402413242454826,0.14008436127871962,-0.12023622210759366,0.07422962150480629,0.6371809498609231,0.8865366000108956,19.65726222113753,1.6009000233745752,0.3993801395133984
c_10733,gru,0.11322715586758518,0.14288181371820766,0.08484874896233702,-0.025644247830537203,0.02163052752968252,1.77461174857893,2.243760238479416,4.625557935911887,1.7583500819184008,1.7857381520835023
c_10733,zero,0.1130005574905764,0.14289082635483932,,-0.025773642191028623,0.0,1.774394882752932,2.24380573174777,4.624842308797561,1.7593303590576153,1.7847021884392011
c_10733,persistence,0.10822910914482942,0.14156124095903133,,-0.006773004779163649,0.0,1.7675045420657305,2.238638796256867,4.60309362204728,1.7848064131844719,1.755666419721328
c_10733,ridge,0.11035596209006215,0.14267352158103166,-0.040943971880134676,-0.022656073058973103,0.10870523495872579,1.7694218873927101,2.2419356754903084,4.610321767633399,1.7692556439669909,1.7695356328945182
c_10878,gru,0.07856777060261953,0.1062321109196987,0.07559558245608325,0.0029242066005731315,0.022771015603054907,0.407396315134351,0.5518565671777292,19.567995918775143,1.1198743661889774,0.3336916891631827
c_10878,zero,0.0785092560515678,0.10638847529609917,,-1.3170321368383142e-05,0.0,0.40733780058329927,0.5520358664567561,19.56009889688606,1.1200241994365738,0.3336116213915812
c_10878,persistence,0.09539869451053438,0.13138454134676888,,-0.525123765786301,1.3044532461200767e-16,0.3949615682145109,0.5576371700331971,18.307859769391918,1.1967324601333744,0.3120197518091112
c_10878,ridge,0.07728776313169568,0.10441074142896721,0.2056937899793555,0.0368212121601601,0.1318443290022114,0.4061163076634271,0.5493232398506909,19.525541669519182,1.1173426609355732,0.3325411676697568
c_10898,gru,0.12626857582582598,0.16755693412145392,-0.05010400363324478,-0.08276204248869656,0.028728636129556683,0.5850931464467638,0.7758783168606288,20.390756923558158,1.5684054769051188,0.4029982704359575
c_10898,zero,0.1263108510595946,0.16747210389966458,,-0.08166596498309331,0.0,0.5851354216805325,0.7758449822927986,20.385218820431216,1.5686143715580028,0.4030096902217417
c_10898,persistence,0.13546931166166656,0.19136835992791934,,-0.4123699926509181,0.0,0.5886099039110674,0.7935434443853776,20.07043728792043,1.626002064372134,0.3965002445664255
c_10898,ridge,0.12757583618428406,0.16668398776775628,-0.0969901439823775,-0.0715093775373723,0.08687412831436209,0.5858520336295864,0.7743105103357613,20.504999375670163,1.5597743746348511,0.40549604455453725
c_11013,gru,0.06310866192058208,0.090163083661447,0.049151526145454955,-0.20647547784080467,0.05835423706084479,2.9253063024309314,4.247134100062584,11.723076773523848,11.851319167980863,2.2232603467135212
c_11013,zero,0.06202069503498999,0.09008433343724577,,-0.20436887902864087,0.0,2.924266264130767,4.247180666935977,11.714488039846294,11.854175802552536,2.2219138285245603
c_11013,persistence,0.055162631148708265,0.08209670070189791,,-0.00025883046458341497,0.0,2.910100109495962,4.232551778784965,11.627511713607413,11.818387622422502,2.209448282636571
c_11013,ridge,0.06258653043336505,0.08877367834558363,0.22975561689182566,-0.16957860866911756,0.13527855957391882,2.9243993698911113,4.245206252647016,11.722789018006297,11.845859567829686,2.222711489154369
c_11087,gru,0.06846720845264893,0.12970960513850183,0.06765035829209542,-0.017307470297948546,0.028827603483308234,6.542929227265563,12.27171842175893,242.01204156390648,43.35307863893182,4.520393545305878
c_11087,zero,0.06934529295489232,0.12999871507703425,,-0.021847480656187468,0.0,6.5438649646377405,12.272060957394194,242.05608552283695,43.35365556224657,4.5213489977361565
c_11087,persistence,0.0619176889877742,0.14001753388507945,,-0.18542152108922738,1.079131133570263e-16,6.486526508079486,12.261425970312205,238.46978710304847,43.428040586970795,4.456772987261282
c_11087,ridge,0.07031584249132485,0.13262097388531316,-0.07169371312262202,-0.06348748773239277,0.1510055565118371,6.542521199435103,12.273268803251918,241.9949128047929,43.35661368532883,4.519768865045338
c_11203,gru,0.05164896282136663,0.08113608671970822,0.13074340443873486,-0.1250809280488847,0.045788197159863556,1.5657566806450751,2.4406894337558525,8.36739566050215,2.7358314165404534,1.033904527965358
c_11203,zero,0.05217199523046009,0.08130658499450878,,-0.12981435588750134,0.0,1.5662867374615805,2.4409341507137654,8.37219498012867,2.735836047721756,1.0346734146160463
c_11203,persistence,0.13316690770982056,0.15357284052491715,,-3.0307371889597476,0.0,1.5906410568386404,2.478764402817364,8.367577718529242,2.841442681021233,1.0220948640283714
c_11203,ridge,0.05070645820162397,0.07995105239615312,0.3587451322245412,-0.09245615899340853,0.08818210534974032,1.5648212004327444,2.4392993529967373,8.360479391478444,2.736232555838168,1.032361493430279
c_11307,gru,0.15936604748343766,0.2693998465454134,0.16691926222981743,0.0021358614824038558,0.017307206792319438,2.628907177675901,4.445968496040928,21.753804911091347,6.446566305470542,1.6868873928954056
c_11307,zero,0.1598111111702807,0.2702372961092024,,-0.004077651668601856,0.0,2.6296160793995016,4.446847414814826,21.757053308194454,6.450823784158529,1.6867206717316894
c_11307,persistence,0.20187470434427737,0.28296323476046625,,-0.10087180839444176,1.543760274616869e-16,2.6492949512343684,4.441464884545062,22.161123649210122,6.347948672566087,1.7366401368797888
c_11307,ridge,0.157273577467575,0.2718321755981573,0.00407889249201036,-0.015964303696651028,0.07162286833369119,2.6255315344834043,4.447566357349602,21.69236474218839,6.462915297211697,1.6786446319920076
c_11327,gru,0.07405046546272182,0.09090975221824373,0.0688131418835466,-0.06458309414534225,0.0633871903488138,0.6849600044170122,0.8394641302309208,11.06981584406463,1.102696764246111,0.6363859625764193
c_11327,zero,0.07420925746795058,0.09094564743699739,,-0.06542394974768939,0.0,0.685118796422241,0.8396548032082558,11.068265641989177,1.1002377406836445,0.6368491517406825
c_11327,persistence,0.1671627637303833,0.18767241764787176,,-3.5369032138945604,3.150137763557686e-16,0.7146081854458876,0.8861023268348648,11.267726915003706,1.2434048336763361,0.6531202030935098
c_11327,ridge,0.07370700414616832,0.09096268893607216,0.13421852120541605,-0.06582326786463177,0.11730904796754449,0.6844730795538405,0.8391069431461906,11.050579222475768,1.1018128477357334,0.6359451995326902
c_11461,gru,0.03636734245910519,0.04972763418961941,0.26362010180077894,-0.011016843942630583,0.06645901360472349,1.5861853018765941,2.17379874792852,13.275541283274492,3.777451971294753,1.212066602219835
c_11461,zero,0.03703859070783171,0.050758967628225904,,-0.053387974679859784,0.0,1.5870486020018753,2.174941766745879,13.281617299283162,3.781663447525902,1.2123582625221632
c_11461,persistence,0.0702673511769098,0.0796611794656207,,-1.5945154413299405,2.80609028631066e-16,1.5778335611887895,2.159458990499559,13.277520008378232,3.718340057404629,1.2123812325665728
c_11461,ridge,0.03601479017022984,0.049602970247778974,0.25338233012195077,-0.005954091073944401,0.13307614111818583,1.5855174356493957,2.173381520855016,13.268836982186386,3.779599831181623,1.2109180022658446
c_11735,gru,0.05930701160995319,0.12201765745008532,-0.20498162772213618,-0.25939889927376547,0.013406621042029618,2.114830092834514,4.348093750377243,16.210142204359833,3.847629680289805,0.6486150572954222
c_11735,zero,0.05928799325899973,0.12191289335873015,,-0.25723719346020246,0.0,2.1148309343843104,4.347998107920767,16.209954795878282,3.8481850360434535,0.6481466945188816
c_11735,persistence,0.05547128386710759,0.11813470681994952,,-0.1805189398040532,0.0,2.1105426645206484,4.343955186307067,16.176816734218814,3.839642395682641,0.6474582766143475
c_11735,ridge,0.05982418103061729,0.12119113012453267,0.36454589545222743,-0.24239476904482982,0.03317842184850249,2.1151892209399974,4.347223838089793,16.214530179062034,3.8483394286296213,0.6486775067410849
c_11752,gru,0.09619756930963756,0.11941176881353699,0.10010921686525204,0.007884627349681761,0.061232160383236964,0.4857997046670747,0.6022664764785143,35.225895200397495,0.9955770258617453,0.3681587843913815
c_11752,zero,0.09677192720101564,0.11996757959636671,,-0.001372613528932476,0.0,0.4863740625584529,0.6030079600536122,35.305254008404255,0.9961331166309583,0.36873735777249
c_11752,persistence,0.1329396324057298,0.17900471797081324,,-1.2294455574266983,2.315176984997323e-16,0.4471457911712437,0.6135120897530296,29.07705545531629,1.1335040165526118,0.28875543146785104
c_11752,ridge,0.09961232250982743,0.12284034342710916,-0.14890945659914862,-0.04990489350115701,0.11152464000457786,0.4886885373955687,0.6052751479871767,35.54279839392995,0.9963537812335438,0.3715350195868052
c_1181,gru,0.07649038468633547,0.12037301446706632,-0.06802267103735303,-0.021369766835924286,0.011353558129787951,5.7757038537994845,9.103210669180836,24.5474023767833,21.80963962834712,3.7007239300344965
c_1181,zero,0.07633224901003009,0.12029751132537354,,-0.020088874417770075,0.0,5.775549127997654,9.103142809497834,24.54614371269367,21.810114769234552,3.700487692072878
c_1181,persistence,0.07637486544311595,0.127406280600229,,-0.14421174157405803,0.0,5.771634212635429,9.107172975205472,24.497232515224887,21.83846428112189,3.6923973802430625
c_1181,ridge,0.07680646661892239,0.11740319828833881,0.25048352006478664,0.028406543272181062,0.11916049436422828,5.775154306703759,9.099449089564686,24.551007130655865,21.7986796017702,3.7015216214598676
c_1186,gru,0.05256986141505584,0.06383379046311706,0.10637776805328099,-0.25042404892712056,0.054190545881921626,1.2358473633025442,1.4989022494636548,20.041860878865414,0.9746196205300225,1.327828962870334
c_1186,zero,0.05229853423826042,0.06343030494561068,,-0.2346664553009945,0.0,1.2355760361257488,1.4985852519527907,20.03321405666256,0.9765662922633946,1.326776650161789
c_1186,persistence,0.11337767061232512,0.12674151541901554,,-3.9293975113767647,0.0,1.268711674350826,1.5377504650984692,20.743516718497013,0.9460914191546275,1.3823103557579381
c_1186,ridge,0.05255620619711862,0.06377538228552303,-0.11176377046970017,-0.24813680965363472,0.10784667111238207,1.2358217071714797,1.4986322672027292,20.041259672280564,0.9767492021615687,1.3270444202031382
c_11996,gru,0.06363541987978627,0.07975357153648686,0.3767758394109751,0.017995724469208052,0.053805730161549166,1.3827978067738798,1.7441520318605201,14.32004447020321,2.9627629049415405,1.2774668002293692
c_11996,zero,0.06437394567198461,0.08120762391984766,,-0.01813813394770425,0.0,1.3836597267201267,1.7457052873152157,14.32275081232319,2.964796951939737,1.2782505783721527
c_11996,persistence,0.06504939971230161,0.0947303664932946,,-0.38545215356028617,0.0,1.3644459588387223,1.7386604703474597,13.99927992074078,3.0256024377664565,1.2537021935768733
c_11996,ridge,0.06170478343945413,0.0791249054829756,0.2635199632129355,0.03341621451243959,0.10142888872434859,1.3808097080749182,1.7432083560779883,14.298163170571728,2.966444935132101,1.2751006929377728
c_12060,gru,0.13907926837726745,0.23706163022165722,0.1602089958779124,-0.022875927877747948,0.024919611209085858,0.13907926837726745,0.23706163022165722,533.7797087332178,0.6133944205834195,0.08392634370213346
c_12060,zero,0.13977756464256366,0.23757721875836835,,-0.027330099636454053,0.0,0.13977756464256366,0.23757721875836835,539.2199590018198,0.6140299107425425,0.08463194300303126
