loss,mae,val_loss,val_mae
0.8515334129333496,0.5854776501655579,1.7131316661834717,0.8050798177719116
0.8510656356811523,0.5854012370109558,1.7157799005508423,0.8063240647315979
0.8518280982971191,0.5859968662261963,1.7137993574142456,0.8055960536003113
0.8533762693405151,0.5870973467826843,1.712365746498108,0.8048966526985168
0.8540391325950623,0.5869404673576355,1.7101833820343018,0.8046317100524902
0.8560755252838135,0.5878798961639404,1.7117047309875488,0.8054702281951904
0.8573160767555237,0.5900554656982422,1.7174896001815796,0.8070146441459656
0.8589449524879456,0.5907677412033081,1.7155191898345947,0.8073977828025818
0.85724937915802,0.5900899171829224,1.7142375707626343,0.8062831163406372
0.8562917709350586,0.5894715189933777,1.7131694555282593,0.8059510588645935
0.8557413220405579,0.5890929698944092,1.7124665975570679,0.8055595755577087
0.8653329610824585,0.59513920545578,1.7262324094772339,0.8126667737960815
0.8658792972564697,0.5938057899475098,1.725371241569519,0.8113526105880737
0.8630416989326477,0.5922733545303345,1.7238839864730835,0.8109361529350281
0.8615936040878296,0.5922706127166748,1.7227940559387207,0.8096330761909485
