loss,mae,val_loss,val_mae
0.851653516292572,0.5912136435508728,1.7053606510162354,0.8070099353790283
0.8505613207817078,0.5902778506278992,1.7045472860336304,0.8066623210906982
0.8514835834503174,0.5903016328811646,1.7068147659301758,0.8059033751487732
0.8641130328178406,0.5990393161773682,1.7156627178192139,0.8118748068809509
0.859510064125061,0.5975140333175659,1.7107446193695068,0.8088481426239014
0.8572843670845032,0.5961565375328064,1.7094645500183105,0.8089240193367004
0.8583396673202515,0.5973356366157532,1.71354079246521,0.8110617995262146
0.8577393889427185,0.596917450428009,1.7093100547790527,0.8091498613357544
0.8570358157157898,0.5962444543838501,1.7057172060012817,0.8084723353385925
0.8563271164894104,0.5958839654922485,1.7059983015060425,0.8092876076698303
0.8574095368385315,0.596710205078125,1.7074816226959229,0.810176432132721
0.859188437461853,0.5984718799591064,1.715497612953186,0.8115305304527283
