container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio
c_10032,0.35288995422840547,0.4317973943459787,0.6960715759483447,0.765183311354947,0.27369419536995804,0.3071791429587403,0.052279993219023047,0.06396998434755241,0.11666091283444638,-0.017013059763618887,0.06343266816996744,0.002018284983932972,0.031817753251762795
c_10034,3.6316321117205934,4.085286912834177,,,3.6316321117205934,4.085286912834177,0.11906990530231458,0.13394383320767794,0.6181173991492096,-0.005756407808374053,0.13355997199754616,0.011514845304191113,0.08621479274046771
c_10089,0.7692446188494563,1.0271073206338752,1.1981640981633583,1.6426219656984509,0.6634073447330388,0.8058972211858859,0.054946044203532586,0.07336480861670537,-0.13810244679774386,-0.12110208859773186,0.06928914592205651,0.002209038706496358,0.03188145382801095
c_10132,0.6183810983622364,0.7664045367937559,1.4430887874478722,1.4849309068513643,0.46565745223526683,0.5364813433629383,0.1545952745905591,0.19160113419843897,-0.08729836196101429,-0.019551018321630975,0.18975515988932884,0.006082933861762285,0.03205675073768768
c_1016,0.34969331085006705,0.517389819516949,1.3778731244936364,1.5047864779132334,0.2562224187006517,0.2935556877581645,0.024978093632147647,0.03695641567978207,-0.30908789185443253,-0.03140958694641238,0.03638934692361461,0.00169509113766253,0.046582070879719814
c_10306,0.3488478145247796,0.40075236599094144,0.5103138025038559,0.5287271052526624,0.3008444126931624,0.35389119394261287,0.09967080414993705,0.11450067599741183,-0.13179425731258138,-0.011457552193136822,0.11385031065216984,0.002413152949884534,0.021195839836195846
c_10312,0.3234507712125189,0.4128733785360617,0.5671944823131894,0.6476913587068026,0.23291739280369847,0.279220303801062,0.009241450606071969,0.011796382243887476,0.25794356040238825,-0.12665297590082636,0.011113574180935965,0.0015933462418615818,0.1433693801760716
c_10382,0.5486726294795289,0.791688516775736,1.1261562771119074,1.4816427500961302,0.4417312132513106,0.5799213372092088,0.06858407868494111,0.098961064596967,0.0895642515459714,-0.01705358041778915,0.0981278858542851,0.0032721152529120445,0.033345416793866
c_10393,1.1518664945508237,1.4921528059211164,2.5752327777593385,2.6520251307618063,1.0046217066327012,1.3150183949992778,0.054850785454801126,0.07105489552005316,-0.05724769811633159,-0.006148403105107336,0.07083746059594516,0.0025110587012022734,0.035448175020350886
c_10641,0.585653704067086,0.7721311597025919,0.9062415513331862,1.0547776560738469,0.3027820741264091,0.37492197876890465,0.027888271622242184,0.036768150462028186,0.0106462657399738,-0.35821696576200135,0.03154911700302905,0.0017408962594345212,0.05518050661346169
c_10695,0.6436974178290303,0.8950335788276877,1.581373495881912,1.7342397208711178,0.39694055518353516,0.4694961199471255,0.12873948356580603,0.17900671576553753,-0.029584610163430204,-0.1744969900904334,0.16517464062341308,0.010065496899187565,0.06093851248107881
c_10733,1.7652264642728719,2.227157683916072,1.7671956387336922,2.4400092981697066,1.7638791343786264,2.068943453881648,0.1103266540170545,0.1391973552447545,0.098271268143917,-0.024207890136582755,0.13754250356546124,0.002780543640255928,0.020215886494552363
c_10878,0.41291946541813546,0.5560763001291452,0.893781489855945,1.0121802345311834,0.31674706053057367,0.4076312751044291,0.08258389308362711,0.11121526002582904,0.1611453401338552,0.00824309187035499,0.11167649228047392,0.0031790577340871096,0.028466668939627432
c_10898,0.5891755765389751,0.7773653825787841,1.6251170310468217,1.7055909065721195,0.41230752333031845,0.45913414378240025,0.13092790589755002,0.17274786279528534,-0.14294377636378308,-0.09948083767790483,0.16474750672580932,0.00704475212842226,0.04276090284113921
c_11013,2.7393831258029557,4.041416632509748,10.882419179257145,11.366261894626726,1.999107120943484,2.464376581927394,0.060875180573399,0.08980925850021661,0.14812062778104726,-0.20652507322777192,0.08176226895726244,0.004753354471176863,0.058136283787103143
c_11087,6.304760691456727,12.148119858399394,43.23561933006671,48.522247788030555,4.275592634390243,5.130528851574661,0.06779312571458847,0.13062494471397199,0.04155861162986839,-0.014821220127320567,0.1296675633068953,0.004604097455739975,0.03550693279276841
c_11203,1.4418261403454202,2.3251542110448047,2.3330676336536835,3.5263508394771654,0.9749853581363298,1.313234732047368,0.051493790726622135,0.08304122182302873,0.3517796696649237,-0.08555608399563397,0.07970170236445669,0.002588141243904829,0.03247284771998824
c_11307,2.6061371515541296,4.433157249002599,5.7243966515366,8.479496587362743,1.6790870299377185,2.0296312220242965,0.153302185385537,0.26077395582368235,0.15291319062964134,0.002291152713347122,0.2610732066221621,0.004709951113909483,0.018040729551868393
c_11327,0.6802990633780555,0.8382918802029714,1.0889768018465926,1.2362598080463103,0.5923557525683703,0.72461812915515,0.07558878481978394,0.09314354224477461,-0.03022422670870356,-0.07173803275997903,0.08997221838383174,0.004567387513816357,0.050764420349527904
c_11461,1.4511705194083369,2.0260543783083826,3.3769152955795443,4.067345438369872,1.1223848259156917,1.40757473570336,0.034011809048632886,0.047485649491602715,0.3320070453076019,-0.0039151479299670555,0.04739296488727951,0.004007255658507347,0.08455380810291768
c_11735,2.089460571461347,4.387318434959298,3.829736380884466,6.392360208458844,0.6169195019494771,0.9798176365662321,0.05913567655079285,0.12416938966865938,-0.4454332863475152,-0.2625872886291043,0.11050548629851935,0.001552916830405593,0.014052848255972973
c_11752,0.4882416797888938,0.6061138361099431,0.8821493149110585,1.022011654703698,0.3641337947504035,0.39246712433717823,0.09764833595777878,0.12122276722198862,0.0714460063038418,0.0031576410146059164,0.1214146106621068,0.005065135657787323,0.04171767821159055
c_1181,5.4936502669792935,8.964006470623362,20.4469188943314,22.62068142624714,3.3574690345004194,4.328181205859005,0.07525548310930537,0.12279460918662137,0.25657555035964613,-0.013928553327689608,0.12194826463056055,0.00224474398419261,0.01840734668093072
c_1186,0.9931221724557794,1.1800530548944754,1.062481457858087,1.25916212154642,0.9659815825157457,1.1476138488690641,0.043943458958220306,0.052214736942233414,0.16074216299202476,-0.05443948282291777,0.05084898222364692,0.002794546540826559,0.054957767463966606
c_11996,1.3297451124962043,1.6448463021011261,2.7551212984460807,2.9425542660675172,1.234720033432879,1.519422787592267,0.0633211958331526,0.07832601438576792,0.34119683567555975,0.019009574808459773,0.07908127156080241,0.005049185361713171,0.06384805481827711
c_12060,0.138766177799055,0.23794407088957573,0.616439586848348,0.6649351747261023,0.08322275814216049,0.10857859107277522,0.138766177799055,0.23794407088957573,-0.01068232572513772,-0.03050522909183262,0.23439577949258059,0.005371792241930962,0.02291761504221537
