horizon,mae,rmse,r2,std_actual,std_predicted,std_ratio,container_id
1,0.024199080268186957,0.024199080268186957,,0.0,0.0,,c_10032
4,0.04421915163018297,0.05466715751610203,-0.01901303884355765,0.05415475835223231,0.0011210714001208544,0.02070125385527905,c_10032
12,0.03224689823804321,0.042237989073095616,-0.08574341231018434,0.04053588246269994,0.004113673698157072,0.10148227812586458,c_10032
24,0.043340766590824996,0.051975513092064836,-0.2011043027004702,0.04742511841276351,0.004349259659647942,0.09170793463907148,c_10032
48,0.0438696759895419,0.0517746755582702,-0.23708214762092172,0.04654983182372907,0.003830178640782833,0.08228125625215203,c_10032
96,0.052241074546349964,0.06487344738960343,-0.06038515722848681,0.06299921776343763,0.004816136788576841,0.0764475648993208,c_10032
1,0.11346138305682851,0.11346138305682851,,0.0,0.0,,c_10034
4,0.19049980406961636,0.1960107919289176,-37.33533625179569,0.03165777184555764,0.014598723500967026,0.46114185079691844,c_10034
12,0.2017533232653499,0.2043249975918135,-73.61178754978165,0.023654718274032937,0.011279718950390816,0.47684858554300236,c_10034
24,0.1971312364456714,0.19970284398570945,-46.65413821062256,0.028929034519932714,0.010905508883297443,0.37697451934606796,c_10034
48,0.15990054024919073,0.16921155376611713,-6.344681131311945,0.062437217488051436,0.012696684338152409,0.20335121981664483,c_10034
96,0.12282097901064043,0.13767525328388847,-0.07033629413728115,0.13307478035605072,0.010942427441477776,0.08222765735326076,c_10034
1,0.03218280705262522,0.03218280705262522,,0.0,0.0,,c_10089
4,0.03418509028723779,0.03749561728763347,-0.7216512230745051,0.02857642656459682,0.006169277708977461,0.21588695476083583,c_10089
12,0.04471001186815082,0.0508578207841902,0.007741325706952518,0.05105582461552996,0.005115622654557228,0.10019665127494931,c_10089
24,0.06084578089197418,0.0915015423269721,-0.22329900889090837,0.08272982440833422,0.0053674764931201935,0.0648795828047167,c_10089
48,0.06134453565890836,0.084819087064374,-0.18316894008879436,0.07797766270714179,0.004499525763094425,0.057702752389400924,c_10089
96,0.05516193824749318,0.07455316807445218,-0.08133629711320789,0.07169447891476498,0.005345013923943043,0.0745526573991498,c_10089
1,0.37333640925260964,0.37333640925260964,,0.0,0.0,,c_10132
4,0.2816603154428816,0.30644341915392737,-5.011768884984652,0.12498248666603785,0.018595533445477486,0.14878511335084957,c_10132
12,0.18935848368799355,0.22681815342347247,-0.11333523997219364,0.21496355341671938,0.017201365903019905,0.08001991793313006,c_10132
24,0.2083860237294096,0.2507574458879962,-0.2205999991863432,0.22696931920031777,0.018610145896673203,0.08199410370636186,c_10132
48,0.17809594098029113,0.22354999584897486,-0.09279502502085357,0.21384805841754503,0.019005553796887398,0.0888741003192952,c_10132
96,0.15921730204130705,0.19643281658955403,-0.06844565684021453,0.19003685080271865,0.019233785569667816,0.10121082036680783,c_10132
1,0.0073775214345705165,0.0073775214345705165,,0.0,0.0,,c_1016
4,0.028447441606578812,0.035762789274356256,-0.2937755222143159,0.03144140310319653,0.0024523893371224403,0.0779987244549247,c_1016
12,0.030562716929515815,0.03860648554140701,-0.0338953976319778,0.03796837124542303,0.0017800891073420644,0.046883472979016676,c_1016
24,0.023579411000257882,0.032447541337056185,-0.011084470414019387,0.03226919076031315,0.0015795344952493906,0.0489486862866115,c_1016
48,0.023209992464566138,0.033703926910114854,-0.020910587377858558,0.033356974309044295,0.001649612793698907,0.04945331007589728,c_1016
96,0.026337212390693237,0.037844954690990806,0.00578506168492432,0.037954899649077126,0.001836080919019878,0.0483753332506709,c_1016
1,0.15712423389077868,0.15712423389077868,,0.0,0.0,,c_10306
4,0.07784135207087009,0.10715074019544703,-1.1687589610243623,0.07275947088986824,0.005651702638715506,0.0776765219646822,c_10306
12,0.07857098541193593,0.09790596198702396,-0.2713814678226849,0.08683027983141892,0.007154235616326332,0.08239332673136938,c_10306
24,0.08820182114662543,0.10631952151509892,-0.045440449447678555,0.10398324436651984,0.008062348701059818,0.07753507548429317,c_10306
48,0.09307206248159648,0.10884647764269567,-0.0003648149926005484,0.10882662865996756,0.006792598869651556,0.06241669849826239,c_10306
