band,mae,rmse,r2,pearson_r_within_trajectory,std_ratio,container_id
1-4,0.04421915163018297,0.05466715751610203,-0.01901303884355765,-0.13065000470700244,0.02070125385527905,c_10032
5-12,0.026260771541973336,0.034377645730376334,-0.2147079094158233,-0.6365017811860808,0.10341362292510344,c_10032
13-24,0.054434634943606786,0.06015696303361616,-0.4103755507890212,0.23933370467530743,0.08567788565336416,c_10032
25-48,0.044398585388258804,0.051573055922108,-0.2765246977439686,0.04666277777695192,0.06399236583663012,c_10032
49-96,0.06061247310315802,0.07573976051757195,-0.047530222023600466,-0.2682965333903795,0.07599464314643514,c_10032
1-4,0.19049980406961636,0.1960107919289176,-37.33533625179569,-0.9896052145961086,0.46114185079691844,c_10034
5-12,0.20738008286321663,0.2083577252828442,-127.76409564147951,-0.5757887326815102,0.15705137624207838,c_10034
13-24,0.19250914962599294,0.19497114440620855,-40.08219285181229,0.06438708205509762,0.25180206696116564,c_10034
25-48,0.12266984405271002,0.13184791981637972,-5.678093596984481,0.5711290895609258,0.09830041220840478,c_10034
49-96,0.08574141777209014,0.09631407376714018,-0.6280737799462446,-0.19671017938601432,0.07825720412484216,c_10034
1-4,0.03418509028723779,0.03749561728763347,-0.7216512230745051,-0.2637114887186974,0.21588695476083583,c_10089
5-12,0.04997247265860734,0.056363252607393714,0.05657363303184315,0.4424196380338028,0.07074704328270387,c_10089
13-24,0.07698154991579753,0.1189896909883899,-0.6373785002721544,0.3240408123753078,0.06014072450129128,c_10089
25-48,0.06184329042584253,0.07756302477761581,-0.13834195582227027,0.462917764828886,0.036393270542227886,c_10089
49-96,0.04897934083607799,0.06262644975919662,0.013853946048165144,0.36455730835274797,0.09587949084158581,c_10089
1-4,0.2816603154428816,0.30644341915392737,-5.011768884984652,0.2993353197153805,0.14878511335084957,c_10132
5-12,0.1432075678105495,0.17382729219623733,-0.6872022160070383,-0.576372812250775,0.04388232577883893,c_10132
13-24,0.22741356377082567,0.2726024919440554,-0.7108920106050292,-0.023377263345353116,0.0862534447832193,c_10132
25-48,0.14780585823117262,0.19253546327854,-0.059443784859756654,-0.32715454486812734,0.06184372144485668,c_10132
49-96,0.140338663102323,0.16491543961234814,-0.04164562806614858,-0.1261585295884023,0.11370183475625846,c_10132
1-4,0.028447441606578812,0.035762789274356256,-0.2937755222143159,0.5967447083891233,0.0779987244549247,c_1016
5-12,0.03162035459098432,0.039952503556689625,-0.011763186718940055,-0.180864990666738,0.02644044357741592,c_1016
13-24,0.016596105070999952,0.024803732617916022,0.01012138778582694,0.14883543707818878,0.054014925498742365,c_1016
25-48,0.022840573928874397,0.03491513195599809,-0.033093654277213336,-0.036218351354961646,0.03977038502682151,c_1016
49-96,0.02946443231682033,0.04157555173372845,-0.047232590388120554,0.16581641431016358,0.04925111992443128,c_1016
1-4,0.07784135207087009,0.10715074019544703,-1.1687589610243623,-0.634751686512812,0.0776765219646822,c_10306
5-12,0.07893580208246886,0.09293936478527696,-0.06563612406460351,0.46738160994218886,0.08651784244339936,c_10306
13-24,0.09783265688131493,0.11411443343326286,0.001361135154441362,0.12542109848848315,0.05276636247038272,c_10306
25-48,0.0979423038165675,0.11131608480019463,-0.01040422399817098,-0.11568407560404254,0.03801131068485491,c_10306
49-96,0.10486000770357984,0.11856331155968282,-0.0013138255462386006,0.030829395794595454,0.05715191962715704,c_10306
1-4,0.010148304390862908,0.011629779666493745,-0.3775219853964651,0.8509788449970657,0.27643325526064716,c_10312
