container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio
c_10032,0.3584947481685414,0.4451820791727175,0.8685080998632694,0.943657000367432,0.30573474626908687,0.3557663448980786,0.052241074546349964,0.06487344738960343,-0.1905303426254333,-0.06038515722848681,0.06299921776343763,0.004816136788576841,0.0764475648993208
c_10034,3.789906677492373,4.248267404714785,,,3.789906677492373,4.248267404714785,0.12282097901064043,0.13767525328388847,0.5041330068095273,-0.07033629413728115,0.13307478035605072,0.010942427441477776,0.08222765735326076
c_10089,0.8100313124047848,1.0947838763085422,1.3538816922618313,1.8078366599270805,0.6758344654270718,0.829361922223715,0.05516193824749318,0.07455316807445218,0.28178378649376146,-0.08133629711320789,0.07169447891476498,0.005345013923943043,0.0745526573991498
c_10132,0.6368738560087538,0.785737000590508,1.6470146718465108,1.7036009074027179,0.545042872750776,0.640052239164916,0.15921730204130705,0.19643281658955403,-0.2365020109101492,-0.06844565684021453,0.19003685080271865,0.019233785569667816,0.10121082036680783
c_1016,0.3655966264265948,0.5253398710936767,1.3747464310427056,1.500221666660511,0.27385573509785743,0.31058869510700743,0.026337212390693237,0.037844954690990806,0.12744685663517094,0.00578506168492432,0.037954899649077126,0.001836080919019878,0.0483753332506709
c_10306,0.34638112282405853,0.3983302512705056,0.5080198472363855,0.5240979733928954,0.29832636691769115,0.3523876064961368,0.09896603509258815,0.11380864322014445,0.0916785842186677,0.0007318347569316153,0.11385031065216984,0.006782157812267542,0.05957083273130518
c_10312,0.33183240417487075,0.4354402362704887,0.6072194772642195,0.672232441207058,0.24506661402343216,0.3270618196689932,0.009440879691841694,0.012388599883242271,0.14589360208414887,-0.07094053505434572,0.011971251317778264,0.0019144037505611777,0.15991676222836748
c_10382,0.5456848981402079,0.7846582019892601,1.2824248487203065,1.660676181894436,0.45034208100631273,0.5817801912272919,0.06704382574804701,0.09640451466631417,0.30320091892427414,0.030755385414178882,0.09792209000249842,0.009404810145497322,0.09604380528701302
c_10393,1.267139282080812,1.556499020978845,2.6135482955454146,2.688202172756571,1.1278555910327495,1.387714092945411,0.05786415931068963,0.07107782750523897,0.3006337728403081,0.05898205704665671,0.07327151863729381,0.009167448617517948,0.12511612681181541
c_10641,0.5944391528436578,0.754282903580893,0.9810265470198143,1.0979890305244573,0.3624867163379638,0.43238914316140453,0.028195943850844275,0.035777788685820676,0.06891577978764869,-0.31163146869712244,0.031239752235556747,0.002880641259253025,0.09221075882843624
c_10695,0.6276065399570825,0.8902027849254154,1.5866536391975117,1.7408447746206541,0.3752257243674957,0.4511016522339033,0.12132359730430815,0.17208648623204323,0.059504031829313214,-0.1655374798115392,0.1593982852906902,0.012012841179966927,0.07536367883794637
c_10733,1.782819138511483,2.2508564276865335,1.7211199826674908,2.3849573193613414,1.823242723374789,2.158484595317328,0.11164174763726176,0.1409506661888855,0.024888908105772736,-0.047993106223649606,0.13768540929770545,0.007105685770511627,0.0516081246862375
