horizon,mae,rmse,r2,std_actual,std_predicted,std_ratio,container_id
1,0.013462677624935582,0.013462677624935582,,0.0,0.0,,c_10032
4,0.04853784712404198,0.060464843208624885,-0.008081744507528521,0.06022198356118481,0.0007195260841399431,0.011947897455235983,c_10032
12,0.041170640133837325,0.04885257135211713,-0.3560044266220994,0.04195240610739939,0.0010046027600765228,0.023946248935155477,c_10032
24,0.04621651267581919,0.05300726484148417,-0.28262589940343674,0.04680426103001665,0.0019099132623523474,0.04080639711686669,c_10032
48,0.04607224817783689,0.05418639446743098,-0.3483523390490404,0.0466647085594721,0.0026784688234329224,0.05739816889715132,c_10032
96,0.05308181232366641,0.06359744909843597,-0.05646008126788882,0.06187470630651669,0.002805878408253193,0.04534774507620856,c_10032
1,0.10609626322490906,0.10609626322490906,,0.0,0.0,,c_10034
4,0.18899459127605042,0.1952885231509931,-32.348428833166665,0.03381730795250147,0.015368301421403885,0.45445076358501474,c_10034
12,0.20697995621690354,0.20952141556129353,-80.27559757572207,0.023240653403281446,0.01126974355429411,0.4849150907565657,c_10034
24,0.18678205476799056,0.1905611430942327,-27.03040118178925,0.03599313642305929,0.008753295056521893,0.24319345093010633,c_10034
48,0.15435270635581216,0.16498504634632297,-6.347916990389803,0.06086427629100743,0.009065010584890842,0.14893811505370974,c_10034
96,0.11276411746887079,0.13111269969703007,-0.10376338838324362,0.12479775350341142,0.008122012950479984,0.06508140349063225,c_10034
1,0.02836676384402992,0.02836676384402992,,0.0,0.0,,c_10089
4,0.034454835593399236,0.04374682916994435,-0.18135085654252237,0.040249188628812216,0.0034656221978366375,0.08610415056555416,c_10089
12,0.034856885884703655,0.04191604603985003,-0.057206014545247985,0.040766224902758705,0.003627611557021737,0.08898571220844763,c_10089
24,0.0643807571685527,0.08622099020107898,-0.24224991520869543,0.07735858518153209,0.0030570689123123884,0.03951815955706241,c_10089
48,0.06241210964603574,0.08362130752286571,-0.40033628692750245,0.0706644173771452,0.0025104593951255083,0.03552649959210531,c_10089
96,0.05833750511637442,0.07693619699064852,-0.20835591722640423,0.06998956244926559,0.002180984476581216,0.031161567528903752,c_10089
1,0.3051154960932162,0.3051154960932162,,0.0,0.0,,c_10132
4,0.25782974075250653,0.2865628575287035,-4.128685364209811,0.1265368068477269,0.01072742510586977,0.08477711247114876,c_10132
12,0.18111780012021128,0.21518259339047585,-0.04990823437486025,0.2100058856072354,0.009239775128662586,0.04399769607382968,c_10132
24,0.1995180338980378,0.24289016389911244,-0.20013927983287116,0.2217145031632207,0.0074758040718734264,0.03371815539901747,c_10132
48,0.16876127805471994,0.21397457842934992,-0.04107596323976659,0.20971088339370583,0.006091038230806589,0.029044931441976857,c_10132
96,0.15031706189301705,0.1878909755577444,-0.019290711221324308,0.18610450583203386,0.005154765676707029,0.027698231451523232,c_10132
1,0.014660946646034137,0.014660946646034137,,0.0,0.0,,c_1016
4,0.028321080335141156,0.030415442736340944,0.10103202385946519,0.03207908940854361,0.003794688731431961,0.11829165981317798,c_1016
12,0.027709606586819636,0.034496673625192764,-0.0015185291962585001,0.03447051131456266,0.0032217586413025856,0.09346419645192493,c_1016
24,0.0224470493029916,0.029333391767109106,0.0015133375719443842,0.029355612653005143,0.0026219296269118786,0.08931612696706812,c_1016
48,0.02189776803838671,0.032441509495394656,-0.03859334171937334,0.03183305257956325,0.002437030430883169,0.07655660495618749,c_1016
96,0.02454729565070986,0.03573558938796622,-0.012167618191238017,0.0355201449866136,0.0024166740477085114,0.06803671687205326,c_1016
1,0.15682918100383814,0.15682918100383814,,0.0,0.0,,c_10306
4,0.08122799217291571,0.10965392401387626,-1.2712727532608885,0.07275947088986824,0.0012201513163745403,0.016769656258515293,c_10306
12,0.08463908807062208,0.10214414778962604,-0.3838358503009469,0.08683027983141892,0.0018722531385719776,0.021562214727477085,c_10306
24,0.09184028359121936,0.10827855031295389,-0.08432167166450233,0.10398324436651984,0.0021135923452675343,0.020326278124363478,c_10306
48,0.09464958580161242,0.10972098962414328,-0.016503975211655142,0.10882662865996756,0.0022734638769179583,0.020890694721615168,c_10306
96,0.0998685080230592,0.11448737887586795,-0.011222641910942688,0.11385031065216984,0.002709965454414487,0.023802881510739542,c_10306
1,0.011924398765318873,0.011924398765318873,,0.0,0.0,,c_10312
4,0.006570695953910157,0.007476759688804962,0.1106402872205442,0.00792820180126564,0.0012283410178497434,0.1549331170724809,c_10312
12,0.011438731962813342,0.013949699347124141,0.09105407916749053,0.014631734937474007,0.0011222327593713999,0.07669854355392935,c_10312
24,0.011451836333583492,0.014383721981742863,-0.1629843510586917,0.013337804414920136,0.001077914028428495,0.08081645186090017,c_10312
48,0.009336399438761933,0.012439581914503547,-0.127561473457672,0.011714821350149358,0.0012572110863402486,0.10731799049792763,c_10312
96,0.009426390754514187,0.012697339427147802,-0.06718956753317773,0.012291133727651003,0.001585428835824132,0.1289896335809478,c_10312
1,0.08640256393663115,0.08640256393663115,,0.0,0.0,,c_10382
4,0.04584154960112037,0.05220247898898067,0.10567892448201854,0.055200675784273255,0.004026586655527353,0.07294451740524766,c_10382
12,0.05032264792477555,0.053704656104618664,-0.039190372190366585,0.05268225822359632,0.004956291057169437,0.09407894088620371,c_10382
24,0.04778272795763385,0.05285249245753127,0.04708160082374013,0.054142414161531954,0.004121898207813501,0.07613066893389656,c_10382
48,0.050506105944513414,0.05832250628975971,0.039709845093753526,0.05951616517785076,0.003561402438208461,0.05983924581777078,c_10382
96,0.0673730042984612,0.09802613425958295,-0.010061260452455922,0.09753669125464608,0.0032258452847599983,0.03307314655915538,c_10382
1,0.008113002756291565,0.008113002756291565,,0.0,0.0,,c_10393
4,0.020326425583232305,0.022060733456651913,-0.39977161708181885,0.018646243692333257,0.0029849004931747913,0.16008052573087886,c_10393
12,0.06038528145269287,0.07432401140383041,-0.020684300654719046,0.07356706396710766,0.002128452528268099,0.028932139105343996,c_10393
24,0.06500833907339798,0.08366304251651208,-0.03274404510642959,0.08232605492885205,0.0027011490892618895,0.032810379309397016,c_10393
