container_id,day1_mae,day1_rmse,peak_mae,peak_rmse,non_peak_mae,non_peak_rmse,residual_mae_scaled,residual_rmse_scaled,residual_pearson_r,residual_r2,residual_std_actual,residual_std_predicted,residual_std_ratio
c_10032,0.36671029199527944,0.4393564972280418,0.7019659030376187,0.7689330220078799,0.30947152913439224,0.3536165890178208,0.05308181232366641,0.06359744909843597,0.0026485630201243185,-0.05646008126788882,0.06187470630651669,0.002805878408253193,0.04534774507620856
c_10034,3.6283847708140353,4.218782831979731,,,3.6283847708140353,4.218782831979731,0.11276411746887079,0.13111269969703007,0.44578199254039136,-0.10376338838324362,0.12479775350341142,0.008122012950479984,0.06508140349063225
c_10089,0.8457240775890842,1.1153509925275338,1.313159590307817,1.6842493720560234,0.7227147321367862,0.9082287081664471,0.05833750511637442,0.07693619699064852,0.015190668270836212,-0.20835591722640423,0.06998956244926559,0.002180984476581216,0.031161567528903752
c_10132,0.6290509548802731,0.7862912972055357,1.5756912989697662,1.6250734882712745,0.506544557409868,0.5970799741956724,0.15031706189301705,0.1878909755577444,-0.10047787520820639,-0.019290711221324308,0.18610450583203386,0.005154765676707029,0.027698231451523232
c_1016,0.3447686185111894,0.5019090477535334,1.4928732998453675,1.5985957343086161,0.2682283064222442,0.3135915340821597,0.02454729565070986,0.03573558938796622,-0.03876544689732559,-0.012167618191238017,0.0355201449866136,0.0024166740477085114,0.06803671687205326
c_10306,0.3495397780807072,0.40070582606553784,0.505960411018046,0.5233177744896281,0.3030363466669039,0.3562056500603903,0.0998685080230592,0.11448737887586795,-0.07914169822748483,-0.011222641910942688,0.11385031065216984,0.002709965454414487,0.023802881510739542
c_10312,0.33440832210335664,0.45044769345848373,0.6786230751800232,0.7797545261634665,0.2380281912418899,0.29911737748511336,0.009426390754514187,0.012697339427147802,0.27991316582592574,-0.06718956753317773,0.012291133727651003,0.001585428835824132,0.1289896335809478
c_10382,0.5353996573811415,0.7789938899633899,1.2832138948988545,1.760166320634892,0.4580395638448264,0.5908512547023616,0.0673730042984612,0.09802613425958295,0.10000030110320778,-0.010061260452455922,0.09753669125464608,0.0032258452847599983,0.03307314655915538
c_10393,1.142433812018935,1.4718493001739092,2.1406587738576026,2.2434226432188407,1.0516860882154198,1.3804853952986675,0.052641228028707764,0.06782008184563826,0.014309585090688262,-0.007251114967505412,0.06757552541967198,0.002733935136348009,0.040457475089821955
c_10641,0.6078217443627725,0.7927660955541382,1.0335698230875476,1.180227671891625,0.3635400598485572,0.435722283046139,0.028786460025803307,0.03754543125699846,-0.06648705917348342,-0.3282894557502638,0.03257697349863619,0.0017865002155303955,0.05483935503109845
c_10695,0.6334042066916123,0.8820193548637794,1.5408232319057518,1.6975369510641751,0.39460972637210195,0.47366637800317807,0.12212643147360282,0.17006182649590093,0.0332378439390656,-0.1498561147886266,0.15859339262626942,0.010509170591831207,0.06626487029378592
