loss,mae,val_loss,val_mae
0.8590801954269409,0.5944429636001587,1.677599310874939,0.8015318512916565
0.8596685528755188,0.5952332019805908,1.6767199039459229,0.8019613027572632
0.8602734208106995,0.5955365300178528,1.674673080444336,0.8009486198425293
0.8596146106719971,0.5949415564537048,1.6736929416656494,0.8009423613548279
0.8641361594200134,0.5982254147529602,1.685656189918518,0.8016266226768494
0.8687136769294739,0.5990627408027649,1.6780706644058228,0.8010645508766174
0.8653532862663269,0.5983170866966248,1.6855477094650269,0.8030161261558533
0.8698921799659729,0.6006296873092651,1.6833387613296509,0.80311119556427
0.8677499890327454,0.6001860499382019,1.6831411123275757,0.8036669492721558
0.8670780658721924,0.5999913811683655,1.6830192804336548,0.803823709487915
0.8667147755622864,0.5998393297195435,1.6828041076660156,0.8037784099578857
0.8664532899856567,0.5996699333190918,1.6826658248901367,0.8037546277046204
0.8662797808647156,0.5995631814002991,1.6825435161590576,0.8036195039749146
0.866142988204956,0.599486231803894,1.6824122667312622,0.8036052584648132
